z,mag_r,absmag_r
0.04872513,16.10297,-20.572107066683
0.04797114,14.97654,-21.6634564064713
0.04594049,16.34678,-20.1960404572506
0.04817592,16.44937,-20.200205744672
0.04757758,15.3008,-21.320680152465
0.04955059,16.83037,-19.8825053741361
0.04607297,16.29183,-20.2574510723918
0.04791287,14.81283,-21.8244361951152
0.04796601,16.71375,-19.926013324377
0.04807863,16.64536,-19.9996724894169
0.04756723,17.27514,-19.3458478757997
0.0491896,17.2121,-19.4843135559545
0.04868408,15.41431,-21.258870859161
0.04846206,15.91985,-20.7430434322265
0.04844724,14.09406,-22.5681507539617
0.04864043,17.09782,-19.573337470386
0.02385212,13.93287,-21.1505372609725
0.04810476,16.8294,-19.8168598197466
0.04712294,17.46571,-19.1341922786513
0.04692764,16.00585,-20.5847225183915
0.04656474,15.67827,-20.8948605907076
0.04779326,16.76416,-19.8674903475923
0.04736828,17.59189,-19.0196854562492
0.04849147,17.44373,-19.2205354372732
0.04763916,17.44502,-19.1793662890075
0.04704281,16.28299,-20.3130847464729
0.04815558,16.47192,-20.1767073039553
0.04833277,15.04761,-21.6092764266365
0.047898,17.45039,-19.1861804546438
0.04653303,17.53058,-19.0410229299115
0.04602858,17.04444,-19.5026795588334
0.04776021,16.71745,-19.9126407835885
0.04813273,16.15945,-20.4881134999698
0.04818448,16.91844,-19.7315402315229
0.04723545,14.0135,-22.5917559717454
0.0481184,16.73326,-19.9136293311735
0.02377683,14.49002,-20.5863961752034
0.02624795,15.50321,-19.7920013861251
0.02625493,15.50321,-19.7925897711174
0.02706706,14.12577,-21.2375292329905
0.0270447,14.12577,-21.235698093582
0.02731495,13.23506,-22.1484381868857
0.02734522,13.23506,-22.1508936534038
0.03359269,16.2542,-19.5888452188786
0.03361825,16.2542,-19.5905385827552
0.03376148,15.54128,-20.3129211113974
0.03378939,15.54128,-20.3147611260906
0.03362055,15.97108,-19.873809050937
0.03363943,15.97108,-19.8750592404155
0.03662506,16.81244,-19.2232218974794
0.02750901,16.22179,-19.1774020435791
0.02757503,16.22179,-19.1827158186002
0.03406382,16.50187,-19.3721816976142
0.03406224,16.50187,-19.3720781792546
0.0272804,14.41633,-20.9643705883841
0.02731152,14.41633,-20.9668977341965
0.03343203,15.74247,-20.0898973210654
0.02192152,13.64874,-21.2481750986421
0.0267808,14.29205,-21.047691104355
0.03466886,15.74124,-20.172030618033
0.03506536,16.72542,-19.2131954898888
0.0343352,14.96635,-20.9253803236909
0.03407376,15.83012,-20.0445860356046
0.03410751,15.83012,-20.0467913026214
0.0346088,16.81351,-19.09590565334
0.03441077,15.52453,-20.3720971347213
0.03439365,15.52453,-20.370988690712
0.04146456,15.18277,-21.1302377011843
0.03422505,16.32483,-19.5597391034411
0.03434465,15.90542,-19.9869203239066
0.02598106,15.44796,-19.8246191199472
0.03406038,16.18848,-19.6853528407927
0.03484582,15.78335,-20.1412697611372
0.0348318,15.78335,-20.1403733604365
0.02708068,16.32958,-19.03483370751
0.02707676,16.32958,-19.034512814328
0.0149755,13.32897,-20.7288921813523
0.02254779,15.01531,-19.9438159903579
0.03601773,16.60246,-19.3959021396918
0.03601442,16.60246,-19.3956975285634
0.04180453,14.71648,-21.6148142041137
0.04379362,16.22435,-20.2110928480483
0.01619487,13.54893,-20.6809522170498
0.03411793,16.42974,-19.4478546020275
0.0341736,16.42974,-19.4514859419164
0.01710486,14.57756,-19.7725637097704
0.041501,14.78998,-21.5249992041335
0.02713116,14.85426,-20.514280872028
0.03358283,15.84763,-19.9947617638774
0.0407257,15.48055,-20.7922158927498
0.04732519,17.21931,-19.3902137394791
0.04764753,16.1573,-20.4674866788248
0.04822462,17.05419,-19.5976611855618
0.0395984,14.82953,-21.3804606380211
0.03982425,14.82953,-21.393176717221
0.02235407,13.84068,-21.0993873791516
0.02295512,15.77051,-19.2281654621899
0.02293615,15.77051,-19.2263386144022
0.02291093,15.77051,-19.2239084085829
0.04884885,17.55697,-19.1238058309051
0.0478572,16.07041,-20.5642443470212
0.04801127,16.17526,-20.4666183741252
0.03997024,17.19259,-19.0382984464551
0.04641291,16.35628,-20.2095150969083
0.04670004,16.67945,-19.9002003712968
0.04869257,16.50965,-20.1639168209507
0.04873087,16.50965,-20.165685125636
0.04428178,14.5215,-21.9387993244601
0.04425279,14.5215,-21.93733053735
0.0247421,13.71799,-21.4464340288434
0.02473078,13.71799,-21.445421950879
0.02444135,13.74445,-21.3929211618331
0.02439226,13.74445,-21.3884740414099
0.0295219,16.17192,-19.383944274409
0.0295382,16.17192,-19.3851698464246
0.0346727,15.39049,-20.5230295602981
0.03469635,15.39049,-20.5245489515324
0.03225998,16.5644,-19.1885595991302
0.03225236,16.5644,-19.1880339998295
0.04305011,15.77325,-20.6238031192774
0.04306658,15.77325,-20.6246606622355
0.03423947,16.50176,-19.3837531861378
0.03425529,16.50176,-19.3847822032262
0.02535507,13.96696,-21.2516303168128
0.02539324,13.96696,-21.2549594714307
0.0333208,16.19088,-19.6340698429099
0.03332119,16.19088,-19.6340959740097
0.04291942,14.64317,-21.7470732970898
0.04298847,14.64317,-21.7506755869898
0.02506297,15.0296,-20.1633356910376
0.02502514,15.0296,-20.1599937422201
0.03252723,16.4226,-19.3487120709616
0.03153941,15.69407,-20.0086518823164
0.03156494,15.69407,-20.0104510084972
0.03847237,14.08466,-22.0608585577921
0.03961213,16.67076,-19.5400061259066
0.03804237,15.83989,-20.2805174793996
0.04859077,16.44295,-20.2259091640094
0.04821591,16.12447,-20.5269768429879
0.04807435,16.12447,-20.5203650471614
0.03847015,14.85731,-21.288073926171
0.03868698,16.76565,-19.3922973538171
0.03870597,16.76565,-19.393394132404
0.04860957,17.19014,-19.4795907637941
0.04856901,17.19014,-19.4777129527574
0.04992858,16.90924,-19.8207389630463
0.04833685,16.23001,-20.4270672524272
0.04826912,16.23001,-20.4239141220245
0.02470415,15.3066,-19.8544343415849
0.03872132,16.81109,-19.3488407521791
0.04373165,16.73821,-19.6940515805201
0.04368816,16.73821,-19.6918211431796
0.04353098,17.24388,-19.1780741134513
0.04354715,17.24388,-19.1789067357066
0.03637756,15.61148,-20.4090539301536
0.04176996,15.96341,-20.3660269487426
0.04203331,14.36374,-21.9797727876074
0.0405217,15.65423,-20.6073078598876
0.04634635,17.46274,-19.0998273088805
0.04028672,15.07683,-21.1716986207209
0.04565,16.35213,-20.1764488781657
0.04462435,16.37176,-20.1058200157193
0.04593659,15.57158,-20.9710439883608
0.04652571,15.32807,-21.243175972816
0.04825275,16.02573,-20.627432065871
0.044495,16.59306,-19.8780136569328
0.04619161,15.03275,-21.522307035713
0.02728706,14.71331,-20.6679310025164
0.04765368,16.01979,-20.6052871216896
0.03726663,16.46179,-19.6126225270636
0.03942682,15.87446,-20.3258188286229
0.04563642,15.83378,-20.6941285939517
0.04503284,17.06025,-19.4377804308248
0.044297,16.92098,-19.5400891408343
0.04603161,16.56398,-19.9832865171346
0.04429447,16.3572,-20.1037410847089
0.04351588,16.98534,-19.4358354676928
0.04644161,17.34817,-19.2190114819134
0.0468028,17.55548,-19.0291028695314
0.0471938,16.51844,-20.08484202795
0.04744472,16.36578,-20.2494179521335
0.04820611,16.57775,-20.0732327301893
0.0459577,17.52972,-19.0139400393481
0.04768572,16.31818,-20.3084028997818
0.0491895,16.50007,-20.1963450876004
0.03795296,14.85776,-21.2573980748434
0.04959126,17.5537,-19.1610204803148
0.03664904,16.5428,-19.4943226528594
0.04658657,16.52685,-20.0473332472852
0.04781452,17.00446,-19.6281852226235
0.02930095,15.59345,-19.9457314035102
0.03696278,15.2435,-20.8126360459208
0.04977439,15.99125,-20.7317630212042
0.04999819,16.22458,-20.5085355532055
0.03206984,16.57573,-19.1640818293686
0.04807595,17.03868,-19.6062286950619
0.03775897,16.11656,-19.9871571577871
0.0397381,16.0427,-20.1751590661406
0.03777701,16.05469,-20.0500869653803
0.03819076,16.79497,-19.3341366272302
0.02907724,15.54672,-19.9754538913622
0.03970761,16.40317,-19.8129729639658
0.03894363,15.72212,-20.4505995138302
0.04934492,16.13971,-20.5638070819873
0.0375134,16.27954,-19.8096101950546
0.02814992,15.94582,-19.5044492972811
0.02962381,15.34266,-20.2208539887048
0.02959704,16.53101,-19.0304913316495
0.02989852,16.26311,-19.3209008103114
0.03284022,14.67763,-21.1149874775804
0.02699596,16.12726,-19.2302043406254
0.0299284,15.29302,-20.2932000885414
0.04239986,17.03243,-19.330523272371
0.03071878,15.4153,-20.2288246487606
0.02999563,13.62633,-21.9648750299264
0.02816579,14.95526,-20.4962535245783
0.03039621,15.6887,-19.9319765275057
0.02662984,15.17001,-20.157201315062
0.0303001,14.50365,-21.1099901567667
0.02984298,16.35651,-19.2233709669539
0.02982145,16.35651,-19.2217680954884
0.0297886,16.35651,-19.2193209125626
0.03029318,15.97111,-19.642022734309
0.03084254,15.63745,-20.0156145156779
0.03085051,15.393,-20.2606324397587
0.0317269,14.59562,-21.1202786093682
0.03026136,16.4936,-19.1171918490263
0.04933019,15.59152,-21.1113196171523
0.04861883,15.29032,-21.3798405439645
0.02745843,14.58856,-20.8065588473484
0.02820208,14.88289,-20.5714768121233
0.02682439,15.05443,-20.2889063939891
0.02730262,12.56293,-22.8195715971731
0.03220197,14.16067,-21.5882863681486
0.03080634,16.57672,-19.0737326647232
0.02934855,15.38652,-20.1562665522803
0.03356492,15.58814,-20.2530575949698
0.02948984,15.17281,-20.380634005322
0.02975304,16.38222,-19.1909598290411
0.03439495,13.84503,-22.050567997345
0.02812668,14.45433,-20.9941030940763
0.029512,13.64125,-21.9138684928005
0.02663169,14.78489,-20.5424803484032
0.03089887,14.96558,-20.6915372622806
0.03036188,16.03355,-19.5846146981963
0.02722942,15.42852,-19.9480325423475
0.02831327,15.57118,-19.8919137181757
0.03017751,16.05642,-19.5482177256529
0.02965437,15.60853,-19.9572649819925
0.02964342,15.60853,-19.956444817281
0.03007933,16.00909,-19.5883034498774
0.03006787,16.00909,-19.5874573466385
0.03077097,16.52855,-19.1193483140628
0.03075085,16.52855,-19.1178950682498
0.02421405,15.26274,-19.8539692631226
0.02443302,14.11717,-21.0194493214257
0.01674916,13.86916,-20.4347309669795
0.02958046,14.22211,-21.3381521032307
0.0273722,15.18761,-20.2005352716484
0.02866028,16.25869,-19.2314279482381
0.03157329,14.7509,-20.9542085401695
0.03052178,16.45239,-19.1774406487211
0.02800845,15.58646,-19.8526337943636
0.03001261,16.19875,-19.3937129359644
0.02736625,14.2619,-21.1257649165443
0.02732715,14.2619,-21.1225954254723
0.02954625,16.36651,-19.1911812568757
0.02953681,16.36651,-19.1904723977943
0.02607691,15.48201,-19.7987272818364
0.02679582,16.26839,-19.0725841364721
0.03041499,15.00478,-20.6172662676927
0.02744355,16.21633,-19.17758659888
0.0291659,15.58396,-19.9449687984006
0.0291016,15.58396,-19.9400697597417
0.03137925,15.38457,-20.3068279550392
0.02759392,16.37159,-19.0344382697363
0.02950676,15.20642,-20.348301973329
0.02958246,15.91987,-19.6405352650423
0.03111707,16.34374,-19.3290094016897
0.02713747,15.28676,-20.0822939109132
0.04277628,15.88605,-20.4967043292178
0.04736621,17.47381,-19.1376655885854
0.02684843,16.18124,-19.1640845268909
0.02808269,15.99015,-19.4548092191955
0.03107817,15.31638,-20.3535957830707
0.02783526,15.53127,-19.8940701768595
0.02894658,16.49341,-19.0187691707007
0.02938072,16.10571,-19.4395048074522
0.02922755,15.45815,-20.075469440642
0.02923401,15.45815,-20.0759600855096
0.02879822,15.81509,-19.685689413779
0.02880887,15.81509,-19.6865097533467
0.02987967,14.5342,-21.0484053406133
0.04922799,16.99247,-19.7057000283007
0.02929578,15.15864,-20.3801511123399
0.03064123,16.44621,-19.1922989135582
0.03315115,16.28227,-19.5313131475359
0.03301752,15.01839,-20.7862065239946
0.0293743,15.31472,-20.2300128177436
0.04985812,17.27433,-19.4524685932995
0.02843168,15.04908,-20.4232742350389
0.03224527,16.4753,-19.2766451679972
0.03027786,16.35271,-19.2592929874552
0.02799061,16.09365,-19.3440305181013
0.02713222,15.49823,-19.8703923404889
0.03005189,14.92118,-20.6741884752934
0.02969761,15.55897,-20.0100622407599
0.02908145,13.73341,-21.7890784055887
0.03327866,15.78009,-20.0420442932671
0.02894859,14.98995,-20.5223795016618
0.02734756,16.3646,-19.0215425390488
0.02746818,14.65282,-20.7430816318843
0.03006219,15.13216,-20.4639649238423
0.02974337,16.20702,-19.3654295971498
0.03759547,16.31646,-19.7775610897843
0.026712,15.6571,-19.6769405830765
0.02520782,14.49353,-20.7121633759415
0.02664971,16.21037,-19.118489436507
0.03056755,15.14879,-20.4843704965679
0.02920439,16.16024,-19.3716199599607
0.03058838,14.2175,-21.4171737538238
0.02836431,14.93461,-20.5324856254945
0.02717147,16.35195,-19.0198783389482
0.02751729,16.31631,-19.0835537150384
0.01266368,12.43432,-21.2555415587531
0.02756607,15.00157,-20.4022189697422
0.02715822,15.35869,-20.0120585661199
0.02763015,15.20724,-20.2017000003592
0.0186123,14.90228,-19.6337653046825
0.02703267,14.50729,-20.8531869929283
0.02705657,14.50729,-20.8551455642218
0.02701805,14.50729,-20.8519881486893
0.02793942,16.18194,-19.2516820131782
0.02736248,15.77164,-19.6157178973383
0.02901765,14.59245,-20.9251697705518
0.02904564,14.59245,-20.9273094198247
0.02616701,14.6149,-20.6734700163315
0.02622704,14.6149,-20.6785454183799
0.02779413,14.34121,-21.0808475603107
0.02777435,14.34121,-21.0792690739423
0.03475566,15.25985,-20.6590001088649
0.0347874,15.25985,-20.661034306538
0.02050961,14.95904,-19.7909631722309
0.02851514,16.18472,-19.2941406302039
0.02941937,15.24319,-20.3049435785203
0.02919637,16.00906,-19.5221826662582
0.01024823,13.99486,-19.231367937453
0.02754749,15.21149,-20.1908071478478
0.03472706,16.74939,-19.1676197830534
0.02051951,14.71056,-20.040506477788
0.02676218,15.30095,-20.0372437683756
0.02782802,14.18714,-21.2376204955874
0.02832031,15.43863,-20.0250198176766
0.0398193,14.45233,-21.7701011696363
0.03971784,16.12004,-20.0966850640719
0.03978621,15.41092,-20.8096485839388
0.02996213,16.09657,-19.4921528528959
0.03786535,14.88127,-21.228726446875
0.04576623,16.57285,-19.9614372212054
0.02555138,15.86027,-19.3753839651268
0.02958072,16.25517,-19.3051113216564
0.02679293,16.24609,-19.0946538940903
0.04989777,17.10511,-19.6234836112898
0.03669591,15.24648,-20.7934888998691
0.03681529,16.82211,-19.2251071735144
0.03701758,16.98317,-19.076275246541
0.04521538,17.20888,-19.2982301637764
0.0445732,16.51598,-19.9590263666191
0.04677236,16.55642,-20.0267005883521
0.0495354,16.73605,-19.9761318759229
0.04864275,17.1176,-19.5536713118373
0.04810554,17.00337,-19.6429248626183
0.04658328,15.80915,-20.7648704642306
0.04666546,16.57316,-20.0048253366938
0.04808899,17.41351,-19.2320064489118
0.04766601,16.49722,-20.128436102409
0.04676759,15.41945,-21.1634412881238
0.0498713,16.13493,-20.592466007919
0.02836186,15.32724,-20.1396640039304
0.03940611,17.12614,-19.0729656888765
0.02883765,15.6361,-19.8677098504253
0.02838074,14.50175,-20.9666283715916
0.02836078,14.50175,-20.9650675984458
0.03070261,15.0542,-20.5887530646655
0.03069058,15.0542,-20.5878819726033
0.03072345,16.35791,-19.2865531488971
0.03075992,16.35791,-19.2891893324328
0.02869779,14.15944,-21.3335817547079
0.02873791,14.15944,-21.3366813028423
0.02777578,16.00831,-19.4122820683187
0.02776753,16.00831,-19.4116234166775
0.0386927,16.73424,-19.424035892483
0.04649404,17.41264,-19.1570772098276
0.02909659,16.30207,-19.2215795731437
0.02870956,14.7307,-20.7632369797263
0.03081271,15.61489,-20.03602224551
0.03066038,14.8169,-20.822994397556
0.03064869,14.8169,-20.8221472469327
0.03066262,14.8169,-20.823156636407
0.0275109,14.37196,-21.0273912479424
0.01830711,14.99799,-19.5016417921665
0.04706904,15.96757,-20.6297580069141
0.02852938,14.92745,-20.5525104473994
0.02500488,15.53713,-19.6506711064257
0.02183895,14.02344,-20.8651429172051
0.011018,14.12852,-19.2562751674913
0.01099264,14.12852,-19.2512268471053
0.02788029,14.79124,-20.6376802473081
0.0278762,14.79124,-20.6373553410566
0.02955241,15.14884,-20.4093140981163
0.02951425,15.14884,-20.4064449863804
0.02952702,15.14884,-20.4074056350175
0.03940989,15.75653,-20.4427930799827
0.02906447,15.42183,-20.0993641084133
0.03980421,16.2981,-19.9234798779903
0.03983428,16.2981,-19.9251684815918
0.02906083,16.36448,-19.1564436785737
0.02906976,16.36448,-19.1571262188178
0.02905433,16.36448,-19.1559477514978
0.02031751,13.83191,-20.8973298125329
0.02683529,15.09314,-20.251101581133
0.03508939,14.64396,-21.2961862324758
0.03497842,15.22304,-20.7100406747129
0.03471338,16.69306,-19.2230740240187
0.03470941,16.69306,-19.2228191102677
0.02737964,15.07624,-20.3125020131145
0.02739171,15.07624,-20.3134792897549
0.02629344,15.73688,-19.5621721316841
0.02630217,15.73688,-19.5629069681993
0.02648067,16.26993,-19.0448343616818
0.02648102,16.26993,-19.0448633438889
0.02710691,13.48473,-21.8818248626704
0.0271344,13.48473,-21.8840715145738
0.02618651,14.71885,-20.5711711091049
0.02617118,14.71885,-20.5698735815684
0.02795288,15.60868,-19.8260089496818
0.02799458,15.60868,-19.8293150674048
0.02848802,15.63033,-19.8464131395051
0.02849993,15.63033,-19.8473400960561
0.02843656,15.52423,-19.9485107254256
0.02842299,15.52423,-19.9474522210593
0.03087752,15.87908,-19.776497784617
0.03090381,15.87908,-19.7783888487013
0.02773041,14.87479,-20.5421742395154
0.02774928,14.87479,-20.5436823991821
0.02850172,15.6049,-19.8729172157518
0.0285275,15.6049,-19.8749228450556
0.02891311,16.30271,-19.2069043832595
0.0289254,16.30271,-19.2078474280506
0.0304853,15.03709,-20.5900823863651
0.03001585,14.08419,-21.5085155961486
0.04759289,16.9916,-19.6306023770909
0.04759927,16.9916,-19.6309039259091
0.04759375,16.9916,-19.6306433717338
0.02777107,14.05793,-21.3622844135915
0.02783472,14.05793,-21.367360950068
0.0275785,15.78737,-19.6174155261389
0.02760864,15.78737,-19.6198372290911
0.01065493,13.74585,-19.5655671279255
0.01059943,13.74585,-19.5541337345046
0.02832193,16.01031,-19.4534687222103
0.02833051,15.23242,-20.2320310487176
0.02853471,15.63591,-19.8444648032712
0.02858306,15.63591,-19.8482208055428
0.02925764,14.91607,-20.6198299859487
0.02048252,13.41612,-21.3309682212744
0.02920048,16.28065,-19.2509043946033
0.02786726,13.79978,-21.6281056347051
0.02923788,15.32022,-20.2141829033963
0.02908315,15.22878,-20.2938411329741
0.02911958,15.22878,-20.2966194038538
0.02914416,16.28401,-19.2432624384297
0.02892064,14.84077,-20.6694196239833
0.0359036,13.24175,-22.7495338957355
0.03591213,13.24175,-22.7500636997905
0.03667233,16.85412,-19.1844129169073
0.03669244,16.85412,-19.1856358348416
0.0360652,16.3067,-19.6945952639703
0.03608193,16.3067,-19.6956291671926
0.03681454,16.41159,-19.63557852718
0.03680423,16.41159,-19.6349536550312
0.02835998,14.97585,-20.4909041776137
0.02833836,14.97585,-20.4892122362659
0.02863772,15.22462,-20.2637554380173
0.04775065,17.53736,-19.0922842132704
0.03166758,14.40425,-21.307487909596
0.02947648,15.25977,-20.2926704714114
0.03801498,15.26644,-20.8523656019952
0.02803717,16.28898,-19.1523846798058
0.02744716,15.4117,-19.9825079411277
0.02683276,15.33132,-20.0127101826456
0.02565459,16.12879,-19.115796189986
0.01624549,14.77404,-19.4627027524587
0.04995512,16.7378,-19.9933735134807
0.0469551,15.86191,-20.7299766264259
0.03135125,16.37719,-19.3122326307795
0.02934824,15.98619,-19.556573427633
0.0421218,16.53979,-19.8084313581593
0.03380639,15.29296,-20.5641959168944
0.04695329,15.95611,-20.6356908106559
0.04972595,15.42,-21.3008258532057
0.04256098,16.89283,-19.4786240299454
0.03771352,17.08877,-19.0122584894769
0.04049371,17.15836,-19.1016262999254
0.0415921,16.69575,-19.6241345376946
0.03791662,15.39419,-20.7188229339729
0.03377378,15.2651,-20.5899132319289
0.04227688,16.20922,-20.1472324326535
0.04269798,16.34455,-20.0341063338533
0.04553533,16.45803,-20.0649013654592
0.04539781,15.55265,-20.9634953882405
0.04545194,15.77165,-20.7471680424844
0.02657701,15.52222,-19.8005882652732
0.0265881,16.09737,-19.2263707738213
0.0274458,15.22387,-20.1702234730967
0.02667762,15.28959,-20.0415931300283
0.02735403,16.35864,-19.028029634888
0.03125494,13.71642,-21.9661569165596
0.03100993,15.52587,-20.1392193096562
0.03138907,14.62354,-21.0685590013342
0.03305006,14.61418,-21.1926072761631
0.03335658,14.39063,-21.4367047189562
0.03794903,15.41607,-20.6988570344485
0.03608242,13.90653,-22.0958339334596
0.03604234,13.90653,-22.0933551789466
0.04500558,17.45656,-19.0401109819186
0.02262962,15.65358,-19.3135458943621
0.0449908,16.87469,-19.6212429833182
0.03188975,16.72021,-19.0070684686573
0.0383566,16.70544,-19.4333426353751
0.0232506,13.94802,-21.0789207003878
0.0242684,12.93168,-22.1899883463141
0.02368542,15.44398,-19.6239152426641
0.03279912,15.19828,-20.5915486880596
0.03333744,16.46331,-19.3627522598289
0.03659851,16.09681,-19.9372356519873
0.03660264,16.09681,-19.9374874901112
0.04167981,15.46509,-20.8595120996658
0.04540667,15.93914,-20.5774396470121
0.04606438,16.80585,-19.7430171494382
0.04423458,15.23161,-21.2262918693903
0.04418557,15.23161,-21.2238056671458
0.04425691,15.23161,-21.2274237209331
0.04625811,16.68331,-19.8749831625189
0.04628176,16.68331,-19.8761311585863
0.04625548,16.68331,-19.8748558335463
0.01618756,14.90577,-19.3231247966231
0.01868385,15.38461,-19.1598873591644
0.01843505,12.77398,-21.7409920773826
0.0293526,15.84361,-19.6994798502194
0.0444718,16.86046,-19.6094393466541
0.01632016,13.27033,-20.9764980783932
0.04434638,15.20222,-21.2613495641074
0.04478764,16.96134,-19.5244334568097
0.04365312,16.2022,-20.2260349579031
0.04240524,15.24436,-21.1188867044305
0.04245712,16.50244,-19.8635447805498
0.04320538,17.13015,-19.2749751313964
0.04263527,14.50211,-21.8732528764637
0.04225655,15.51827,-20.8371036629541
0.04040195,15.21866,-21.0362545559242
0.04284165,16.71379,-19.6723925901937
0.04014147,16.50456,-19.7358906935816
0.04305349,15.33604,-21.0611942359974
0.0439824,15.17779,-21.2672940063573
0.0430388,14.95673,-21.439736339626
0.0426321,16.80774,-19.5674527418163
0.04264138,16.80774,-19.567940535818
0.04182623,16.61942,-19.7130346576775
0.04179531,16.61942,-19.7113790146051
0.04258604,14.9795,-21.3932737305444
0.04260251,14.9795,-21.3941395606283
0.04207896,17.25083,-19.0951104446857
0.04212856,17.25083,-19.0977486170739
0.0442937,16.14512,-20.3157780366369
0.04427178,16.14512,-20.3146680457986
0.04261557,16.56898,-19.8053439648812
0.04259944,16.56898,-19.804496220468
0.04348478,17.14364,-19.2759288793515
0.04351121,17.14364,-19.2772907856724
0.04180677,14.70286,-21.6285520319538
0.04180923,14.70286,-21.6286839093388
0.04128744,16.56824,-19.7351914007672
0.04127379,16.56824,-19.7344509113011
0.04242461,15.50951,-20.8547573713988
0.04239176,15.50951,-20.8530224639469
0.0419196,15.29692,-21.0405220027333
0.04189496,15.29692,-21.0392054679617
0.04913517,17.60396,-19.089970716113
0.04234521,16.82102,-19.5390463560982
0.04083643,17.11827,-19.1605728719251
0.04062056,14.18952,-22.0774667089041
0.04080627,15.82923,-20.4479591003941
0.04028499,15.91007,-20.3383625535939
0.04025776,15.91007,-20.3368500560054
0.04025553,15.91007,-20.336725867015
0.04027122,15.91007,-20.3375977389764
0.04027409,15.91007,-20.3377570532261
0.04117936,14.95121,-21.346350915652
0.04115823,14.95121,-21.3452018079555
0.0411586,14.95121,-21.345222065083
0.04115433,14.95121,-21.3449897051287
0.04118159,14.95121,-21.3464719901865
0.03837891,16.94357,-19.1965163124968
0.04899164,17.49923,-19.1881175552788
0.0493817,16.46808,-20.2371127975005
0.04938105,16.46808,-20.2370830872037
0.037423,16.31262,-19.7711371039214
0.03709942,16.43026,-19.6341155443763
0.04454527,17.1993,-19.2743012737445
0.03002431,16.01887,-19.5744562960955
0.04340314,16.49004,-19.9253191569595
0.0427562,15.16984,-21.2118667469963
0.04128129,16.78163,-19.5214614710327
0.02895559,14.64017,-20.8726969254088
0.04263905,16.61783,-19.757732713155
0.04266773,16.57404,-19.8030280847283
0.04238053,15.6657,-20.6962399426421
0.04370459,17.12012,-19.3107554363433
0.04227872,14.57249,-21.7840553531402
0.04182198,15.81656,-20.515667559169
0.04372932,14.16862,-22.2635265954248
0.04258797,17.3327,-19.0401731787958
0.04458321,17.46304,-19.0124744542808
0.0419855,15.00447,-21.3364916118194
0.04420912,15.77277,-20.6838412826699
0.0453852,14.47904,-22.0364810185549
0.0219184,13.97554,-20.9210673536079
0.04434845,14.8886,-21.575067069987
0.04427855,15.13052,-21.3296124488093
0.04305143,16.60438,-19.7927419316077
0.04304321,16.60438,-19.7923141201351
0.04370564,17.35946,-19.0714696882828
0.04369821,17.35946,-19.0710882317859
0.03816982,16.92966,-19.1982206361701
0.03817713,16.92966,-19.1986482842656
0.01853721,15.15062,-19.3765209494145
0.01893702,15.26127,-19.3128710552014
0.0424447,16.21045,-20.1548722431789
0.0436917,16.90573,-19.5244841307654
0.02467235,14.71198,-20.4462068527215
0.02823962,13.82775,-21.6295702848926
0.02823339,13.82775,-21.6290807192553
0.02887088,15.81712,-19.6892462603916
0.02890308,15.81712,-19.6917196328983
0.04358727,16.37063,-20.0542166031286
0.04358805,16.37063,-20.0542564552381
0.04368631,17.22981,-19.20012399514
0.04370426,17.22981,-19.2010452834344
0.04332602,17.14575,-19.2656228896184
0.03035894,14.96047,-20.6574743920212
0.0460939,17.28941,-19.2608954794602
0.04191817,16.45902,-19.8783440404409
0.04328,16.70633,-19.7026615027365
0.04330277,16.70633,-19.7038405129623
0.04350323,15.74976,-20.6707635461812
0.04349672,15.74976,-20.6704281719267
0.0236479,15.83719,-19.2271995679941
0.04326588,16.77413,-19.6341333253692
0.0432148,16.93074,-19.4748732736906
0.04315344,15.2333,-21.1691242412506
0.01720634,13.06805,-21.2950863063113
0.04366679,15.86898,-20.5599591855687
0.04248866,16.32563,-20.0420140465019
0.04269176,14.46024,-21.9180905960018
0.0446059,17.2433,-19.2333598098138
0.02729941,14.13898,-21.2432624859405
0.04642388,14.84891,-21.7174195768888
0.04169246,16.15935,-20.1659262011472
0.03924437,16.67231,-19.5176031018768
0.04337087,16.86427,-19.5494243806172
0.04336974,16.86427,-19.5493662369686
0.0438058,16.15386,-20.2822061179712
0.04379905,16.15386,-20.281860787589
0.04071535,15.4369,-20.8353005514825
0.04070438,15.4369,-20.8346977950369
0.04124919,16.79084,-19.5105082168316
0.04124067,16.79084,-19.5100456787669
0.04176333,14.12678,-22.2023005893887
0.04176404,14.12678,-22.2023387354578
0.04316067,15.60647,-20.7963374621974
0.04313125,15.60647,-20.7948093895075
0.04128819,16.47519,-19.8282817946503
0.04128596,16.47519,-19.8281608219939
0.04054231,16.32261,-19.9400640376031
0.04051206,16.32261,-19.9383942577332
0.04238997,17.10893,-19.2535043722609
0.04239018,17.10893,-19.2535153958662
0.04185185,15.36571,-20.9681147511219
0.04186494,15.36571,-20.9688148167171
0.04187298,16.66174,-19.6732120480773
0.04189156,16.66174,-19.674205498985
0.04210497,14.40507,-21.9422546516386
0.04216313,14.40507,-21.945345815125
0.04332535,17.16376,-19.2475786285843
0.01655893,14.01775,-20.261019397772
0.04351753,15.95273,-20.4685351873039
0.02719698,14.53162,-20.8422909783958
0.02741746,13.96126,-21.4305445477105
0.03042183,15.40003,-20.2225098609616
0.03046171,15.40003,-20.2254203343081
0.04654378,16.49943,-20.0726852137347
0.03910487,16.24812,-19.9338345859771
